HD 114386 b,Radial Velocity,937.70001,0.0,0.0
HD 114613 b,Radial Velocity,4000.0,0.0,0.0
HD 114729 b,Radial Velocity,1121.79,0.0,0.0
HD 114762 b,Radial Velocity,83.9151,0.0,0.0
HD 114783 b,Radial Velocity,493.7,0.0,0.0
HD 114783 c,Radial Velocity,4319.0,0.0,0.0
HD 11506 b,Radial Velocity,1622.1,0.0,0.0
HD 11506 c,Radial Velocity,223.41,0.0,0.0
HD 116029 b,Radial Velocity,670.0,0.0,0.0
HD 116029 c,Radial Velocity,907.0,0.0,0.0
HD 117207 b,Radial Velocity,2621.75,0.0,0.0
HD 11755 b,Radial Velocity,433.70001,0.0,0.0
HD 117618 b,Radial Velocity,25.8,0.0,0.0
HD 118203 b,Radial Velocity,6.1335,0.0,0.0
HD 119130 b,Transit,16.9841,24.5,2.63
HD 11964 b,Radial Velocity,1945.0,0.0,0.0
HD 11964 c,Radial Velocity,37.91,0.0,0.0
HD 11977 b,Radial Velocity,711.0,0.0,0.0
HD 120084 b,Radial Velocity,2082.0,0.0,0.0
HD 121504 b,Radial Velocity,63.33,0.0,0.0
HD 12484 b,Radial Velocity,58.83,0.0,0.0
HD 125390 b,Radial Velocity,1756.2,0.0,0.0
HD 125595 b,Radial Velocity,9.6737,0.0,0.0
HD 125612 b,Radial Velocity,557.04,0.0,0.0
HD 125612 c,Radial Velocity,4.15514,0.0,0.0
HD 125612 d,Radial Velocity,2835.0,0.0,0.0
HD 12648 b,Radial Velocity,133.60001,0.0,0.0
HD 126525 b,Radial Velocity,960.41,0.0,0.0
HD 12661 b,Radial Velocity,262.70862,0.0,0.0
HD 12661 c,Radial Velocity,1708.0,0.0,0.0
HD 126614 b,Radial Velocity,1244.0,0.0,0.0
HD 128311 b,Radial Velocity,453.019,0.0,0.0
HD 128311 c,Radial Velocity,921.538,1204.25787,0.0
HD 128356 b,Radial Velocity,298.2,0.0,0.0
HD 129445 b,Radial Velocity,1840.0,0.0,0.0
HD 130322 b,Radial Velocity,10.70871,0.0,0.0
HD 131496 b,Radial Velocity,896.0,0.0,0.0
HD 131664 b,Radial Velocity,1951.0,0.0,0.0
HD 13167 b,Radial Velocity,2613.0,0.0,0.0
HD 13189 b,Radial Velocity,471.60001,0.0,0.0
HD 132406 b,Radial Velocity,974.0,0.0,0.0
HD 132563 b,Radial Velocity,1544.0,0.0,0.0
HD 133131 A b,Radial Velocity,649.0,0.0,0.0
HD 133131 A c,Radial Velocity,3568.0,0.0,0.0
HD 133131 B b,Radial Velocity,5769.0,0.0,0.0
HD 134060 b,Radial Velocity,3.2696,0.0,0.0
HD 134060 c,Radial Velocity,1291.5646,0.0,0.0
HD 134987 b,Radial Velocity,258.17999,0.0,0.0
HD 134987 c,Radial Velocity,5000.0,0.0,0.0
HD 136352 b,Radial Velocity,11.5824,0.0,0.0
HD 136352 c,Radial Velocity,27.5821,0.0,0.0
HD 136352 d,Radial Velocity,107.5983,0.0,0.0
HD 136418 b,Radial Velocity,464.29999,0.0,0.0
HD 13724 b,Radial Velocity,14763.405,0.0,0.0
HD 137388 b,Radial Velocity,330.0,0.0,0.0
HD 13908 b,Radial Velocity,19.382,0.0,0.0
HD 13908 c,Radial Velocity,931.0,0.0,0.0
HD 13931 b,Radial Velocity,4218.0,0.0,0.0
HD 139357 b,Radial Velocity,1125.7,0.0,0.0
HD 1397 b,Transit,11.53533,131.89945,11.5
HD 14067 b,Radial Velocity,1455.0,0.0,0.0
HD 141399 b,Radial Velocity,94.44,0.0,0.0
HD 141399 c,Radial Velocity,201.99,0.0,0.0
HD 141399 d,Radial Velocity,1069.8,0.0,0.0
HD 141399 e,Radial Velocity,5000.0,0.0,0.0
HD 141937 b,Radial Velocity,653.21997,0.0,0.0
HD 142 b,Radial Velocity,349.7,0.0,0.0
HD 142 c,Radial Velocity,6005.0,0.0,0.0
HD 142022 A b,Radial Velocity,1928.0,0.0,0.0
HD 142245 b,Radial Velocity,1299.0,0.0,0.0
HD 142415 b,Radial Velocity,386.29999,0.0,0.0
HD 143105 b,Radial Velocity,2.1974,0.0,0.0
HD 143361 b,Radial Velocity,1039.15,0.0,0.0
HD 145377 b,Radial Velocity,103.95,0.0,0.0
HD 145457 b,Radial Velocity,176.3,0.0,0.0
HD 145934 b,Radial Velocity,2730.0,0.0,0.0
HD 1461 b,Radial Velocity,5.77152,0.0,0.0
HD 1461 c,Radial Velocity,13.5052,0.0,0.0
