# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
OGLE-TR-10,OGLE-TR-10 b,Transit,3.10127800,-29d52m34.9s,-29.876361,197.04600,14.011
OGLE-TR-111,OGLE-TR-111 b,Transit,4.01444630,-61d24m20.3s,-61.405639,,11.422
OGLE-TR-113,OGLE-TR-113 b,Transit,1.43247520,-61d26m48.5s,-61.446806,400.44900,12.251
OGLE-TR-132,OGLE-TR-132 b,Transit,1.68986800,-61d57m25.9s,-61.957194,375.02000,13.450
OGLE-TR-182,OGLE-TR-182 b,Transit,3.97910000,-61d05m42.9s,-61.095257,320.99500,12.666
OGLE-TR-211,OGLE-TR-211 b,Transit,3.67724000,-62d27m20.2s,-62.455601,327.35100,15.244
OGLE2-TR-L9,OGLE2-TR-L9 b,Transit,2.48553350,-61d08m46.5s,-61.146263,1430.17500,18.046
Oph 11,Oph 11 b,Imaging,7300000.00000000,-24d05m13.9s,-24.087208,4449.62000,
PDS 70,PDS 70 b,Imaging,43500.00000000,-41d23m52.58s,-41.397939,2542.64000,14.572
PDS 70,PDS 70 c,Imaging,,-41d23m52.58s,-41.397939,,
PH1,PH1 b,Transit,138.31700000,+39d57m18.4s,39.955104,169.00000,6.180
PH2,PH2 b,Transit,282.52550000,+51d57m45.4s,51.962601,,10.120
POTS-1,POTS-1 b,Transit,3.16062960,-66d34m52.0s,-66.581116,734.16000,10.548
PSR B0329+54,PSR B0329+54 b,Pulsar Timing,10140.00000000,+54d34m43.49s,54.578747,,
PSR B1257+12,PSR B1257+12 b,Pulsar Timing,25.26200000,+12d40m56.5s,12.682353,0.02000,
PSR B1257+12,PSR B1257+12 c,Pulsar Timing,66.54190000,+12d40m56.5s,12.682353,4.30000,
PSR B1257+12,PSR B1257+12 d,Pulsar Timing,98.21140000,+12d40m56.5s,12.682353,3.90000,
PSR B1620-26,PSR B1620-26 b,Pulsar Timing,,-26d31m53.7s,-26.531594,794.57500,
PSR J1719-1438,PSR J1719-1438 b,Pulsar Timing,0.09070629,-14d38m01.0s,-14.633600,382.80000,
PSR J2322-2650,PSR J2322-2650 b,Pulsar Timing,0.32296400,-26d50m58.3s,-26.849533,,
Pr0201,Pr0201 b,Radial Velocity,4.42640000,+20d13m36.8s,20.226891,,
Pr0211,Pr0211 b,Radial Velocity,2.14610000,+19d16m37.4s,19.277044,,
Pr0211,Pr0211 c,Radial Velocity,4850.00000000,+19d16m37.4s,19.277044,,
Proxima Cen,Proxima Cen b,Radial Velocity,11.18600000,-62d40m46.1s,-62.679485,,
Qatar-1,Qatar-1 b,Transit,1.42002420,+65d09m43.3s,65.162041,411.27202,12.812
Qatar-10,Qatar-10 b,Transit,1.64532100,+69d34m15.01s,69.570836,233.92288,17.295
Qatar-2,Qatar-2 b,Transit,1.33711647,-06d48m14.5s,-6.804028,792.63500,14.056
Qatar-3,Qatar-3 b,Transit,2.50792040,+36d12m46.7s,36.212971,1369.84730,12.285
Qatar-4,Qatar-4 b,Transit,1.80535640,+44d01m39.5s,44.027641,1938.76300,12.722
Qatar-5,Qatar-5 b,Transit,2.87923190,+42d03m40.8s,42.061333,1373.02560,12.408
Qatar-6,Qatar-6 b,Transit,3.50619500,+22d09m09.40s,22.152611,212.31044,11.904
Qatar-7,Qatar-7 b,Transit,2.03204600,+37d01m18.57s,37.021825,597.52040,19.055
Qatar-8,Qatar-8 b,Transit,3.71495000,+70d31m37.50s,70.527083,117.91493,14.404
Qatar-9,Qatar-9 b,Transit,1.54073100,+60d57m50.83s,60.964119,378.21770,11.310
ROXs 12,ROXs 12 b,Imaging,,-25d26m47.8s,-25.446609,5085.00000,
ROXs 42 B,ROXs 42 B b,Imaging,,-24d32m43.7s,-24.545471,2860.00000,
RR Cae,RR Cae b,Eclipse Timing Variations,4343.50000000,-48d39m07.1s,-48.651976,,
Ross 128,Ross 128 b,Radial Velocity,9.86580000,+00d48m16.4s,0.804563,,
Ross 458,Ross 458 c,Imaging,,+12d22m32.6s,12.375724,1997.59000,13.675
SR 12 AB,SR 12 AB c,Imaging,,-24d41m40.4s,-24.694553,4131.62000,
SWEEPS-11,SWEEPS-11 b,Transit,1.79600000,-29d11m53.5s,-29.198194,3082.82000,12.666
SWEEPS-4,SWEEPS-4 b,Transit,4.20000000,-29d11m20.6s,-29.189056,1207.70000,9.079
TAP 26,TAP 26 b,Radial Velocity,10.79000000,+17d23m16.6s,17.387936,,
TCP J05074264+2447555,TCP J05074264+2447555 b,Microlensing,,+24d47m55.5s,24.798750,9.20000,
TOI-1130,TOI-1130 b,Transit,4.06649900,-41d26m15.49s,-41.437636,,3.650
TOI-1130,TOI-1130 c,Transit,8.35038100,-41d26m15.49s,-41.437636,309.56642,16.814
TOI-125,TOI-125 b,Transit,4.65382000,-66d40m32.95s,-66.675819,9.50000,2.726
TOI-125,TOI-125 c,Transit,9.15059000,-66d40m32.95s,-66.675819,6.63000,2.759
TOI-125,TOI-125 d,Transit,19.98000000,-66d40m32.95s,-66.675819,13.60000,2.930
TOI-132,TOI-132 b,Transit,2.10970190,-43d26m11.9167s,-43.436644,22.40000,3.420
TOI-150,TOI-150.01,Transit,5.85748700,-73d36m22.15s,-73.606153,797.75330,14.067
TOI-163,TOI-163 b,Transit,4.23130600,-71d53m43.9s,-71.895528,387.75260,16.690
TOI-172,TOI-172 b,Transit,9.47725000,-26d41m34.29s,-26.692858,1722.63860,10.817
TOI-216,TOI-216.01,Transit,34.55600000,-63d15m36.2s,-63.260056,200.00000,11.290
TOI-216,TOI-216.02,Transit,17.08900000,-63d15m36.2s,-63.260056,30.00000,7.690
TOI-270,TOI-270 b,Transit,3.36008000,-51d57m22.44s,-51.956233,,1.247
TOI-270,TOI-270 c,Transit,5.66017200,-51d57m22.44s,-51.956233,,2.420
TOI-270,TOI-270 d,Transit,11.38014000,-51d57m22.44s,-51.956233,,2.130
TOI-813,TOI-813 b,Transit,83.89110000,-60d54m19.62s,-60.905450,,6.710
TRAPPIST-1,TRAPPIST-1 b,Transit,1.51087081,-05d02m28.6s,-5.041274,0.85000,1.086
TRAPPIST-1,TRAPPIST-1 c,Transit,2.42182330,-05d02m28.6s,-5.041274,1.38000,1.056
TRAPPIST-1,TRAPPIST-1 d,Transit,4.04961000,-05d02m28.6s,-5.041274,0.41000,0.772
TRAPPIST-1,TRAPPIST-1 e,Transit,6.09961500,-05d02m28.6s,-5.041274,0.62000,0.918
TRAPPIST-1,TRAPPIST-1 f,Transit,9.20669000,-05d02m28.6s,-5.041274,0.68000,1.045
TRAPPIST-1,TRAPPIST-1 g,Transit,12.35294000,-05d02m28.6s,-5.041274,1.34000,1.127
TRAPPIST-1,TRAPPIST-1 h,Transit,18.76700000,-05d02m28.6s,-5.041274,,0.752
TYC 1422-614-1,TYC 1422-614-1 b,Radial Velocity,198.40000000,+19d33m30.5s,19.558472,,
TYC 1422-614-1,TYC 1422-614-1 c,Radial Velocity,559.30000000,+19d33m30.5s,19.558472,,
TYC 3318-01333-1,TYC 3318-01333-1 b,Radial Velocity,562.00000000,+49d44m39.0s,49.744160,,
TYC 3667-1280-1,TYC 3667-1280-1 b,Radial Velocity,26.46800000,+58d25m34.2s,58.426167,,
TYC 4282-00605-1,TYC 4282-00605-1 b,Radial Velocity,101.54000000,+62d14m21.1s,62.239182,,
TYC 8998-760-1,TYC 8998-760-1 b,Imaging,,-64d56m20.69s,-64.939081,4449.62000,
Teegarden's Star,Teegarden's Star b,Radial Velocity,4.91000000,+16d52m52.64s,16.881289,,
Teegarden's Star,Teegarden's Star c,Radial Velocity,11.40900000,+16d52m52.64s,16.881289,,
TrES-1,TrES-1 b,Transit,3.03007000,+36d37m57.5s,36.632629,266.97720,12.666
TrES-2,TrES-2 b,Transit,2.47063000,+49d18m59.0s,49.316402,473.56670,15.244
TrES-3,TrES-3 b,Transit,1.30618581,+37d32m46.2s,37.546154,607.03000,14.975
TrES-4,TrES-4 b,Transit,3.55395000,+37d12m42.7s,37.211849,247.90740,18.046
TrES-5,TrES-5 b,Transit,1.48224686,+59d26m55.6s,59.448788,568.91570,13.384
UKIRT-2017-BLG-001L,UKIRT-2017-BLG-001L b,Microlensing,,-29d12m40.9s,-29.211361,406.82240,
USco CTIO 108,USco CTIO 108 b,Imaging,,-18d18m44.4s,-18.312332,4449.62000,
USco1556 A,USco1556 b,Imaging,,-25d41m20.2s,-25.688953,4767.45000,
USco1621 A,USco1621 b,Imaging,,-25d29m43.2s,-25.495321,5085.28000,
UZ For,UZ For b,Eclipse Timing Variations,5840.00000000,-25d44m21.8s,-25.739395,2002.20000,
UZ For,UZ For c,Eclipse Timing Variations,1916.25000000,-25d44m21.8s,-25.739395,2447.20000,
V0391 Peg,V0391 Peg b,Pulsation Timing Variations,1170.00000000,+26d25m07.9s,26.418860,,
V1298 Tau,V1298 Tau b,Transit,24.13960000,+20d09m25.6s,20.157103,,10.270
V1298 Tau,V1298 Tau c,Transit,8.24958000,+20d09m25.6s,20.157103,,5.590
V1298 Tau,V1298 Tau d,Transit,12.40320000,+20d09m25.6s,20.157103,,6.410
V1298 Tau,V1298 Tau e,Transit,60.00000000,+20d09m25.6s,20.157103,,8.740
V830 Tau,V830 Tau b,Radial Velocity,4.92700000,+24d33m43.4s,24.562050,222.48100,
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,Imaging,,-12d57m21.7s,-12.956031,3559.69600,
WASP-1,WASP-1 b,Transit,2.51994540,+31d59m24.0s,31.989990,271.41500,16.623
WASP-10,WASP-10 b,Transit,3.09276160,+31d27m46.3s,31.462852,1001.12000,12.106
WASP-100,WASP-100 b,Transit,2.84938000,-64d01m37.3s,-64.027039,400.46580,14.908
WASP-101,WASP-101 b,Transit,3.58572000,-23d29m10.4s,-23.486210,162.09330,16.029
WASP-103,WASP-103 b,Transit,0.92554200,+07d11m00.1s,7.183352,473.54700,17.127
WASP-104,WASP-104 b,Transit,1.75541370,+07d26m06.1s,7.435026,404.26300,12.745
WASP-105,WASP-105 b,Transit,7.87288000,-50d39m32.5s,-50.659027,572.09400,10.761
WASP-106,WASP-106 b,Transit,9.28971000,-05d04m45.9s,-5.079412,514.88460,11.433
WASP-107,WASP-107 b,Transit,5.72149000,-10d08m46.1s,-10.146149,38.13960,10.536
WASP-11,WASP-11 b,Transit,3.72247000,+30d40m24.9s,30.673594,251.08570,12.442
WASP-113,WASP-113 b,Transit,4.54216875,+46d57m36.4s,46.960117,150.96925,15.793
WASP-114,WASP-114 b,Transit,1.54877430,+10d27m48.5s,10.463482,562.24127,15.009
WASP-117,WASP-117 b,Transit,10.02165000,-50d17m04.3s,-50.284519,95.34900,11.882
WASP-118,WASP-118 b,Transit,4.04604350,+02d42m10.2s,2.702824,163.36462,16.141
WASP-119,WASP-119 b,Transit,2.49979000,-65d11m37.9s,-65.193855,390.93090,15.693
WASP-12,WASP-12 b,Transit,1.09142000,+29d40m20.2s,29.672291,465.62095,21.712
WASP-120,WASP-120 b,Transit,3.61127060,-45d53m53.6s,-45.898220,1541.47550,16.511
WASP-121,WASP-121 b,Transit,1.27492550,-39d05m50.6s,-39.097393,375.99289,20.905
WASP-123,WASP-123 b,Transit,2.97764120,-32d51m40.1s,-32.861130,285.72917,14.773
WASP-124,WASP-124 b,Transit,3.37265000,-30d44m58.8s,-30.749672,190.69800,13.899
WASP-126,WASP-126 b,Transit,3.28883000,-69d13m36.5s,-69.226807,90.30000,
WASP-126,WASP-126 c,Transit Timing Variations,7.63000000,-69d13m36.5s,-69.226807,64.20000,
WASP-127,WASP-127 b,Transit,4.17806200,-03d50m06.2s,-3.835064,57.20940,15.356
WASP-129,WASP-129 b,Transit,5.74814500,-42d03m50.1s,-42.063927,317.83000,10.424
WASP-13,WASP-13 b,Transit,4.35301000,+33d52m56.8s,33.882439,114.41880,13.675
WASP-130,WASP-130 b,Transit,11.55098000,-42d28m31.0s,-42.475273,390.93090,9.976
WASP-131,WASP-131 b,Transit,5.32202300,-30d35m00.8s,-30.583567,85.81410,13.675
WASP-132,WASP-132 b,Transit,7.13352100,-46d09m33.0s,-46.159180,130.31030,9.752
WASP-133,WASP-133 b,Transit,2.17642300,-35d47m47.6s,-35.796555,368.68280,13.563
WASP-135,WASP-135 b,Transit,1.40137940,+29d52m44.8s,29.879107,603.87700,14.572
WASP-136,WASP-136 b,Transit,5.21535700,-08d55m34.8s,-8.926325,479.92330,15.468
WASP-138,WASP-138 b,Transit,3.63443300,-00d27m50.1s,-0.463922,387.75260,12.218
WASP-139,WASP-139 b,Transit,5.92426200,-41d18m07.7s,-41.302147,37.18611,8.967
WASP-14,WASP-14 b,Transit,2.24375000,+21d53m41.0s,21.894714,2809.61720,15.468
WASP-140,WASP-140 b,Transit,2.23598350,-20d27m03.9s,-20.451092,775.50520,16.141
WASP-141,WASP-141 b,Transit,3.31065100,-17d06m54.6s,-17.115154,854.96270,13.563
WASP-142,WASP-142 b,Transit,2.05286800,-23d56m46.2s,-23.946169,266.97720,17.150
WASP-144,WASP-144 b,Transit,2.27831520,-40d02m54.4s,-40.048443,139.84520,9.528
WASP-145 A,WASP-145 A b,Transit,1.76903810,-58d50m10.1s,-58.836140,282.86870,10.088
WASP-147,WASP-147 b,Transit,4.60273000,-22d09m11.4s,-22.153164,87.40325,12.498
WASP-15,WASP-15 b,Transit,3.75210000,-32d09m34.6s,-32.159607,171.62820,15.805
WASP-151,WASP-151 b,Transit,4.53347100,+00d18m24.3s,0.306743,98.52730,12.666
WASP-153,WASP-153 b,Transit,3.33260900,+40d01m07.4s,40.018723,123.95370,17.374
WASP-156,WASP-156 b,Transit,3.83616900,+02d25m04.8s,2.418000,40.68224,5.717
WASP-157,WASP-157 b,Transit,3.95162300,-08d19m03.2s,-8.317560,,11.190
WASP-158,WASP-158 b,Transit,3.65633300,-10d58m35.1s,-10.976417,886.74570,11.994
WASP-159,WASP-159 b,Transit,3.84040100,-38d58m06.0s,-38.968334,174.80650,15.468
WASP-16,WASP-16 b,Transit,3.11860000,-20d16m31.7s,-20.275484,394.10920,13.675
WASP-160 B,WASP-160 B b,Transit,3.76849520,-27d37m23.4s,-27.623163,88.35674,12.218
WASP-161,WASP-161 b,Transit,5.40604250,-11d30m03.6s,-11.501000,791.39670,12.812
WASP-162,WASP-162 b,Transit,9.62468000,-17d39m28.0s,-17.657778,1652.71600,11.209
WASP-163,WASP-163 b,Transit,1.60968840,-10d24m47.0s,-10.413056,594.34210,13.473
WASP-164,WASP-164 b,Transit,1.77712550,-60d26m52.0s,-60.447769,676.97790,12.644
WASP-165,WASP-165 b,Transit,3.46550900,-17d04m39.3s,-17.077572,209.13214,14.123
WASP-166,WASP-166 b,Transit,5.44354000,-20d58m56.9s,-20.982472,32.10083,7.062
WASP-167,WASP-167 b,Transit,2.02195960,-35d32m58.3s,-35.549522,2542.64000,17.710
WASP-168,WASP-168 b,Transit,4.15365800,-46d49m17.2s,-46.821445,133.48860,16.814
WASP-169,WASP-169 b,Transit,5.61141180,-12d56m40.9s,-12.944694,178.30263,14.617
WASP-17,WASP-17 b,Transit,3.73543000,-28d03m42.2s,-28.061733,247.90740,20.961
WASP-170,WASP-170 b,Transit,2.34478022,-20d43m13.6s,-20.720444,508.52800,12.285
WASP-171,WASP-171 b,Transit,3.81862440,-44d05m19.3s,-44.088694,344.52772,10.985
WASP-172,WASP-172 b,Transit,5.47743300,-47d14m15.3s,-47.237583,149.38010,17.598
WASP-173 A,WASP-173 A b,Transit,1.38665318,-34d36m40.6s,-34.611279,1172.79270,13.451
WASP-174,WASP-174 b,Transit,4.23370000,-41d23m05.4s,-41.384838,413.17900,14.572
WASP-175,WASP-175 b,Transit,3.06529070,-34d07m20.3s,-34.122306,314.65170,13.540
WASP-177,WASP-177 b,Transit,3.07172200,-01d50m04.7s,-1.834639,161.45764,17.710
WASP-178,WASP-178 b,Transit,3.34482850,-42d42m17.8s,-42.704944,527.59780,20.288
WASP-18,WASP-18 b,Transit,0.94124000,-45d40m40.4s,-45.677887,3314.82000,
WASP-18,WASP-18 c,Transit Timing Variations,2.15580000,-45d40m40.4s,-45.677887,55.20000,
WASP-180 A,WASP-180 A b,Transit,3.40926400,-01d58m57.9s,-1.982750,286.04700,13.899
WASP-181,WASP-181 b,Transit,4.51950640,+03d07m59.0s,3.133056,95.03117,13.271
WASP-182,WASP-182 b,Transit,3.37698480,-41d49m15.2s,-41.820889,47.03884,9.528
WASP-183,WASP-183 b,Transit,4.11177710,-00d44m13.7s,-0.737139,159.55066,16.477
WASP-184,WASP-184 b,Transit,5.18170000,-30d20m53.3s,-30.348139,181.16310,14.908
WASP-185,WASP-185 b,Transit,9.38755000,-19d32m32.2s,-19.542278,311.47340,14.011
WASP-19,WASP-19 b,Transit,0.78883899,-45d39m33.1s,-45.659191,339.76027,15.603
WASP-190,WASP-190 b,Transit,5.36775300,-40d34m24.36s,-40.573433,317.83000,12.890
WASP-192,WASP-192 b,Transit,2.87867650,-38d44m40.3s,-38.744528,731.00900,13.787
WASP-2,WASP-2 b,Transit,2.15217500,+06d25m46.3s,6.429536,295.89973,12.117
WASP-20,WASP-20 b,Transit,4.89962840,-23d56m08.6s,-23.935728,98.84100,16.388
WASP-21,WASP-21 b,Transit,4.32248200,+18d23m45.9s,18.396086,95.34500,11.990
WASP-22,WASP-22 b,Transit,3.53269000,-23d49m10.9s,-23.819702,212.94610,13.787
WASP-23,WASP-23 b,Transit,2.94442560,-42d45m42.6s,-42.761826,280.95000,10.783
WASP-24,WASP-24 b,Transit,2.34121000,+02d20m35.9s,2.343304,394.10920,15.468
WASP-25,WASP-25 b,Transit,3.76483000,-27d31m19.9s,-27.522200,139.84520,11.994
WASP-26,WASP-26 b,Transit,2.75660000,-15d16m02.3s,-15.267305,270.15550,13.563
WASP-28,WASP-28 b,Transit,3.40883000,-01d34m48.2s,-1.580064,288.26000,13.597
WASP-29,WASP-29 b,Transit,3.92273000,-39d54m24.2s,-39.906719,73.10090,8.631
WASP-3,WASP-3 b,Transit,1.84683000,+35d39m41.5s,35.661533,772.32690,15.917
WASP-31,WASP-31 b,Transit,3.40590960,-19d03m17.2s,-19.054773,151.91600,17.363
WASP-32,WASP-32 b,Transit,2.71866000,+01d12m01.6s,1.200451,835.89290,10.761
WASP-33,WASP-33 b,Transit,1.21987000,+37d33m01.7s,37.550484,665.21819,17.856
WASP-34,WASP-34 b,Transit,4.31768000,-23d51m38.3s,-23.860636,177.98480,11.209
WASP-35,WASP-35 b,Transit,3.16158000,-06d13m47.4s,-6.229821,225.65930,14.572
WASP-36,WASP-36 b,Transit,1.53736596,-08d01m37.0s,-8.026946,750.39663,14.874
WASP-37,WASP-37 b,Transit,3.57746900,+01d03m53.9s,1.064966,572.07000,13.002
WASP-38,WASP-38 b,Transit,6.87188000,+10d01m57.2s,10.032566,1093.33520,13.787
WASP-39,WASP-39 b,Transit,4.05525900,-03d26m40.3s,-3.444534,88.98900,14.235
WASP-4,WASP-4 b,Transit,1.33823147,-42d03m41.1s,-42.061428,376.94638,14.807
WASP-41,WASP-41 b,Transit,3.05240000,-30d38m23.5s,-30.639870,270.15550,12.330
WASP-41,WASP-41 c,Radial Velocity,421.00000000,-30d38m23.5s,-30.639870,,
WASP-42,WASP-42 b,Transit,4.98168190,-42d04m25.0s,-42.073608,167.49641,12.576
WASP-43,WASP-43 b,Transit,0.81347500,-09d48m22.6s,-9.806276,565.71400,10.424
WASP-44,WASP-44 b,Transit,2.42380400,-11d56m17.2s,-11.938115,276.51210,12.330
WASP-45,WASP-45 b,Transit,3.12608900,-35d59m53.7s,-35.998260,306.38812,10.604
WASP-46,WASP-46 b,Transit,1.43036763,-55d52m18.4s,-55.871780,607.05530,13.159
WASP-47,WASP-47 b,Transit,4.15912890,-12d01m08.0s,-12.018885,363.10000,12.630
WASP-47,WASP-47 c,Radial Velocity,588.50000000,-12d01m08.0s,-12.018885,,
WASP-47,WASP-47 d,Transit,9.03077000,-12d01m08.0s,-12.018885,13.10000,3.576
WASP-47,WASP-47 e,Transit,0.78959200,-12d01m08.0s,-12.018885,6.83000,1.810
WASP-48,WASP-48 b,Transit,2.14363000,+55d28m23.4s,55.473160,254.26400,16.814
WASP-49,WASP-49 b,Transit,2.78174000,-16d57m55.1s,-16.965294,117.59710,12.442
WASP-5,WASP-5 b,Transit,1.62842790,-41d16m37.7s,-41.277149,502.15000,12.184
WASP-50,WASP-50 b,Transit,1.95510000,-10d53m53.1s,-10.898080,466.82870,13.070
WASP-52,WASP-52 b,Transit,1.74977980,+08d45m40.5s,8.761262,146.20000,14.240
WASP-53,WASP-53 b,Transit,3.30984430,-20d39m42.6s,-20.661839,677.61356,12.038
WASP-53,WASP-53 c,Radial Velocity,2840.00000000,-20d39m42.6s,-20.661839,,
WASP-54,WASP-54 b,Transit,3.69364000,-00d07m41.1s,-0.128076,187.51970,17.710
WASP-55,WASP-55 b,Transit,4.46563000,-17d30m12.5s,-17.503464,193.87630,14.908
WASP-56,WASP-56 b,Transit,4.61710000,+23d03m20.5s,23.055698,143.02350,10.536
WASP-57,WASP-57 b,Transit,2.83891856,-02d03m27.6s,-2.057665,204.68252,11.769
WASP-58,WASP-58 b,Transit,5.01718000,+45d10m19.3s,45.172016,308.29510,16.029
WASP-59,WASP-59 b,Transit,7.91958500,+24d53m21.4s,24.889290,274.27600,8.687
WASP-6,WASP-6 b,Transit,3.36101000,-22d40m26.2s,-22.673937,117.59710,11.545
WASP-60,WASP-60 b,Transit,4.30500000,+31d09m21.4s,31.155935,174.80650,9.864
WASP-61,WASP-61 b,Transit,3.85590000,-26d03m14.9s,-26.054144,851.78440,15.805
WASP-62,WASP-62 b,Transit,4.41195000,-63d59m18.4s,-63.988434,165.27160,14.796
WASP-63,WASP-63 b,Transit,4.37808000,-38d19m23.7s,-38.323257,117.59710,15.805
WASP-64,WASP-64 b,Transit,1.57329180,-32d51m30.2s,-32.858402,403.94500,14.247
WASP-65,WASP-65 b,Transit,2.31142430,+08d31m22.9s,8.523038,492.62000,12.464
WASP-66,WASP-66 b,Transit,4.08605000,-34d59m23.4s,-34.989845,746.90050,15.693
WASP-67,WASP-67 b,Transit,4.61442000,-19d56m58.5s,-19.949596,136.66690,12.890
WASP-68,WASP-68 b,Transit,5.08430000,-19d18m52.8s,-19.314680,343.25640,14.796
WASP-69,WASP-69 b,Transit,3.86814000,-05d05m39.9s,-5.094404,92.17070,12.442
WASP-7,WASP-7 b,Transit,4.95464160,-39d13m31.0s,-39.225273,305.11680,14.908
WASP-70 A,WASP-70 A b,Transit,3.71302030,-13d25m59.6s,-13.433218,187.51200,13.047
WASP-71,WASP-71 b,Transit,2.90367000,+00d45m31.8s,0.758834,441.78370,13.227
WASP-72,WASP-72 b,Transit,2.21673000,-30d10m08.5s,-30.169039,731.00900,14.460
WASP-73,WASP-73 b,Transit,4.08722000,-58d08m56.0s,-58.148876,908.99380,15.917
WASP-74,WASP-74 b,Transit,2.13775000,-01d04m32.4s,-1.075676,228.83760,15.244
WASP-75,WASP-75 b,Transit,2.48419300,-10d40m32.0s,-10.675560,340.06000,14.235
WASP-76,WASP-76 b,Transit,1.80988600,+02d42m01.9s,2.700539,292.40360,20.512
WASP-77 A,WASP-77 A b,Transit,1.36003000,-07d03m38.5s,-7.060681,727.83070,15.468
WASP-78,WASP-78 b,Transit,2.17518000,-22d06m59.2s,-22.116434,352.79130,21.633
WASP-79,WASP-79 b,Transit,3.66238000,-30d36m01.6s,-30.600445,270.15550,18.719
WASP-8,WASP-8 b,Transit,8.15872000,-35d01m53.0s,-35.031391,807.28820,12.666
WASP-8,WASP-8 c,Radial Velocity,4323.00000000,-35d01m53.0s,-35.031391,,
WASP-80,WASP-80 b,Transit,3.06785234,-02d08m39.1s,-2.144208,170.99254,11.198
WASP-81,WASP-81 b,Transit,2.71647620,+03d17m38.6s,3.294050,231.69807,16.018
WASP-82,WASP-82 b,Transit,2.70579000,+01d53m38.1s,1.893921,371.86110,18.159
WASP-83,WASP-83 b,Transit,4.97125200,-19d17m03.3s,-19.284243,95.34900,11.657
WASP-84,WASP-84 b,Transit,8.52348650,+01d51m36.1s,1.860033,220.56500,10.559
WASP-85 A,WASP-85 A b,Transit,2.65567770,+06d33m49.4s,6.563726,402.05495,13.899
WASP-87,WASP-87 b,Transit,1.68279500,-52d50m27.00s,-52.840833,692.86940,15.524
WASP-88,WASP-88 b,Transit,4.95400000,-48d27m43.4s,-48.462067,133.48860,16.365
WASP-89,WASP-89 b,Transit,3.35642270,-18d58m16.0s,-18.971106,1875.19700,11.657
WASP-90,WASP-90 b,Transit,3.91624300,+07d03m22.4s,7.056235,200.23290,18.271
WASP-91,WASP-91 b,Transit,2.79858100,-70d09m10.2s,-70.152832,425.89220,11.545
WASP-92,WASP-92 b,Transit,2.17467420,+51d02m28.0s,51.041115,255.85315,16.376
WASP-93,WASP-93 b,Transit,2.73253210,+51d17m19.5s,51.288761,467.21010,17.901
WASP-94 A,WASP-94 A b,Transit,3.95019000,-34d08m08.0s,-34.135555,158.91500,17.710
WASP-94 B,WASP-94 B b,Radial Velocity,2.00839000,-34d08m07.9s,-34.135521,,
WASP-95,WASP-95 b,Transit,2.18467000,-48d00m11.1s,-48.003086,457.67520,13.787
WASP-96,WASP-96 b,Transit,3.42526020,-47d21m38.3s,-47.360626,152.55000,13.450
WASP-97,WASP-97 b,Transit,2.07276000,-55d46m19.5s,-55.772083,432.24880,12.778
WASP-98,WASP-98 b,Transit,2.96264036,-34d19m41.5s,-34.328194,293.03926,12.823
WASP-99,WASP-99 b,Transit,5.75251000,-50d00m28.8s,-50.008003,772.32690,11.433
WD 0806-661,WD 0806-661 b,Imaging,,-66d18m16.7s,-66.304650,2383.60000,
WISEP J121756.91+162640.2 A,WISEP J121756.91+162640.2 A b,Imaging,,+16d26m40.2s,16.444500,6992.00000,10.468
WTS-1,WTS-1 b,Transit,3.35205700,+36d17m25.2s,36.290325,1274.44000,16.700
WTS-2,WTS-2 b,Transit,1.01870680,+36d48m55.8s,36.815491,355.96960,15.278
Wolf 1061,Wolf 1061 b,Radial Velocity,4.88690000,-12d39m45.3s,-12.662594,,
Wolf 1061,Wolf 1061 c,Radial Velocity,17.87190000,-12d39m45.3s,-12.662594,,
Wolf 1061,Wolf 1061 d,Radial Velocity,217.21000000,-12d39m45.3s,-12.662594,,
Wolf 503,Wolf 503 b,Transit,6.00118000,-06d08m12.7s,-6.136875,,2.030
XO-1,XO-1 b,Transit,3.94153000,+28d10m10.5s,28.169586,263.79890,12.778
XO-2 N,XO-2 N b,Transit,2.61586178,+50d13m32.9s,50.225800,179.89178,11.131
XO-2 S,XO-2 S b,Radial Velocity,18.15700000,+50d13m03.2s,50.217556,,
XO-2 S,XO-2 S c,Radial Velocity,120.80000000,+50d13m03.2s,50.217556,,
XO-3,XO-3 b,Transit,3.19154000,+57d49m01.9s,57.817181,2316.98070,15.805
XO-4,XO-4 b,Transit,4.12508000,+58d16m05.2s,58.268108,451.31860,14.011
XO-5,XO-5 b,Transit,4.18775580,+39d05m40.5s,39.094578,378.20000,12.780
XO-6,XO-6 b,Transit,3.76500070,+73d49m39.7s,73.827682,1398.45200,23.203
XO-7,XO-7 b,Transit,2.86414240,+85d13m59.58s,85.233217,225.34147,15.390
