# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 16 01:34:03 2020
#
# User preference: *
#
# COLUMN 0 pl_hostname:    Host Name
# COLUMN 1 pl_name:        Planet Name
# COLUMN 2 pl_discmethod:  Discovery Method
# COLUMN 3 pl_orbper:      Orbital Period [days]
# COLUMN 4 dec_str:        Dec [sexagesimal]
# COLUMN 5 dec:            Dec [decimal degrees]
# COLUMN 6 pl_masse:       Planet Mass [Earth mass]
# COLUMN 7 pl_rade:        Planet Radius [Earth radii]
#
# pl_hostname,pl_name,pl_discmethod,pl_orbper,dec_str,dec,pl_masse,pl_rade
Kepler-167,Kepler-167 d,Transit,21.80385500,+38d20m43.5s,38.345413,,1.194
Kepler-167,Kepler-167 e,Transit,1071.23228000,+38d20m43.5s,38.345413,,10.150
Kepler-168,Kepler-168 b,Transit,4.42539100,+39d49m30.4s,39.825104,,1.460
Kepler-168,Kepler-168 c,Transit,13.19324200,+39d49m30.4s,39.825104,,2.690
Kepler-169,Kepler-169 b,Transit,3.25061900,+40d55m09.6s,40.919329,,1.130
Kepler-169,Kepler-169 c,Transit,6.19546900,+40d55m09.6s,40.919329,,1.210
Kepler-169,Kepler-169 d,Transit,8.34812500,+40d55m09.6s,40.919329,,1.250
Kepler-169,Kepler-169 e,Transit,13.76710200,+40d55m09.6s,40.919329,,2.200
Kepler-169,Kepler-169 f,Transit,87.09019500,+40d55m09.6s,40.919329,,2.580
Kepler-17,Kepler-17 b,Transit,1.48571080,+47d48m54.0s,47.815006,778.65000,14.680
Kepler-170,Kepler-170 b,Transit,7.93059200,+41d37m46.6s,41.629604,,3.200
Kepler-170,Kepler-170 c,Transit,16.66586300,+41d37m46.6s,41.629604,,2.860
Kepler-171,Kepler-171 b,Transit,4.16697200,+41d45m19.9s,41.755537,,2.340
Kepler-171,Kepler-171 c,Transit,11.46346200,+41d45m19.9s,41.755537,,2.560
Kepler-171,Kepler-171 d,Transit,39.59551900,+41d45m19.9s,41.755537,,1.890
Kepler-172,Kepler-172 b,Transit,2.94030900,+41d49m18.7s,41.821857,,2.350
Kepler-172,Kepler-172 c,Transit,6.38899600,+41d49m18.7s,41.821857,,2.860
Kepler-172,Kepler-172 d,Transit,14.62711900,+41d49m18.7s,41.821857,,2.250
Kepler-172,Kepler-172 e,Transit,35.11873600,+41d49m18.7s,41.821857,,2.760
Kepler-173,Kepler-173 b,Transit,4.26374200,+41d53m02.8s,41.884106,,1.290
Kepler-173,Kepler-173 c,Transit,8.00577700,+41d53m02.8s,41.884106,,2.430
Kepler-174,Kepler-174 b,Transit,13.98179000,+43d49m55.5s,43.832092,,1.960
Kepler-174,Kepler-174 c,Transit,44.00052900,+43d49m55.5s,43.832092,,1.490
Kepler-174,Kepler-174 d,Transit,247.35373000,+43d49m55.5s,43.832092,,2.190
Kepler-175,Kepler-175 b,Transit,11.90351500,+43d52m34.3s,43.876183,,2.560
Kepler-175,Kepler-175 c,Transit,34.03525700,+43d52m34.3s,43.876183,,3.100
Kepler-176,Kepler-176 b,Transit,5.43307400,+43d51m11.7s,43.853259,,1.430
Kepler-176,Kepler-176 c,Transit,12.75971200,+43d51m11.7s,43.853259,,2.600
Kepler-176,Kepler-176 d,Transit,25.75197400,+43d51m11.7s,43.853259,,2.510
Kepler-176,Kepler-176 e,Transit,51.16579000,+43d51m11.7s,43.853259,,1.450
Kepler-177,Kepler-177 b,Transit,36.85500000,+45d03m11.5s,45.053207,2.00000,2.900
Kepler-177,Kepler-177 c,Transit,49.41200000,+45d03m11.5s,45.053207,7.50000,7.100
Kepler-178,Kepler-178 b,Transit,9.57669400,+46d53m47.3s,46.896477,,2.900
Kepler-178,Kepler-178 c,Transit,20.55280200,+46d53m47.3s,46.896477,,2.880
Kepler-178,Kepler-178 d,Transit,96.67898800,+46d53m47.3s,46.896477,,3.950
Kepler-179,Kepler-179 b,Transit,2.73592600,+47d45m43.4s,47.762043,,1.640
Kepler-179,Kepler-179 c,Transit,6.40013000,+47d45m43.4s,47.762043,,2.000
Kepler-18,Kepler-18 b,Transit,3.50472500,+44d44m46.8s,44.746321,6.90000,2.000
Kepler-18,Kepler-18 c,Transit,7.64159000,+44d44m46.8s,44.746321,17.30000,5.490
Kepler-18,Kepler-18 d,Transit,14.85888000,+44d44m46.8s,44.746321,16.40000,6.980
Kepler-180,Kepler-180 b,Transit,13.81712400,+49d46m28.5s,49.774586,,1.500
Kepler-180,Kepler-180 c,Transit,41.88577500,+49d46m28.5s,49.774586,,3.010
Kepler-181,Kepler-181 b,Transit,3.13787300,+50d05m44.9s,50.095806,,1.270
Kepler-181,Kepler-181 c,Transit,4.30214900,+50d05m44.9s,50.095806,,1.990
Kepler-182,Kepler-182 b,Transit,9.82579200,+50d35m10.5s,50.586246,,2.580
Kepler-182,Kepler-182 c,Transit,20.68434200,+50d35m10.5s,50.586246,,3.430
Kepler-183,Kepler-183 b,Transit,5.68794500,+39d18m57.2s,39.315898,,2.060
Kepler-183,Kepler-183 c,Transit,11.63707100,+39d18m57.2s,39.315898,,2.270
Kepler-184,Kepler-184 b,Transit,10.68757600,+43d04m29.0s,43.074715,,2.360
Kepler-184,Kepler-184 c,Transit,20.30300500,+43d04m29.0s,43.074715,,1.970
Kepler-184,Kepler-184 d,Transit,29.02235800,+43d04m29.0s,43.074715,,2.490
Kepler-185,Kepler-185 b,Transit,1.63290000,+43d53m23.7s,43.889915,,1.170
Kepler-185,Kepler-185 c,Transit,20.72904200,+43d53m23.7s,43.889915,,2.020
Kepler-186,Kepler-186 b,Transit,3.88679070,+43d57m18.1s,43.955017,,1.070
Kepler-186,Kepler-186 c,Transit,7.26730200,+43d57m18.1s,43.955017,,1.250
Kepler-186,Kepler-186 d,Transit,13.34299600,+43d57m18.1s,43.955017,,1.400
Kepler-186,Kepler-186 e,Transit,22.40770400,+43d57m18.1s,43.955017,,1.270
Kepler-186,Kepler-186 f,Transit,129.94410000,+43d57m18.1s,43.955017,,1.170
Kepler-187,Kepler-187 b,Transit,4.93886400,+44d05m21.5s,44.089306,,1.410
Kepler-187,Kepler-187 c,Transit,10.64026300,+44d05m21.5s,44.089306,,2.670
Kepler-188,Kepler-188 b,Transit,2.06189700,+44d18m55.9s,44.315533,,1.680
Kepler-188,Kepler-188 c,Transit,5.99655300,+44d18m55.9s,44.315533,,3.190
Kepler-189,Kepler-189 b,Transit,10.39993100,+44d18m18.0s,44.305004,,1.210
Kepler-189,Kepler-189 c,Transit,20.13486600,+44d18m18.0s,44.305004,,2.380
Kepler-19,Kepler-19 b,Transit,9.28716000,+37d51m06.4s,37.851786,8.40000,
Kepler-19,Kepler-19 c,Transit Timing Variations,28.73100000,+37d51m06.4s,37.851786,13.10000,
Kepler-19,Kepler-19 d,Radial Velocity,62.95000000,+37d51m06.4s,37.851786,22.50000,
Kepler-190,Kepler-190 b,Transit,2.01999900,+44d44m01.7s,44.733799,,1.560
Kepler-190,Kepler-190 c,Transit,3.76302400,+44d44m01.7s,44.733799,,1.460
Kepler-191,Kepler-191 b,Transit,9.93963200,+45d19m23.4s,45.323177,,1.340
Kepler-191,Kepler-191 c,Transit,17.73850600,+45d19m23.4s,45.323177,,1.860
Kepler-191,Kepler-191 d,Transit,5.94504102,+45d19m23.4s,45.323177,,2.280
Kepler-192,Kepler-192 b,Transit,9.92674600,+45d35m34.4s,45.592876,,2.740
Kepler-192,Kepler-192 c,Transit,21.22340000,+45d35m34.4s,45.592876,,2.790
Kepler-192,Kepler-192 d,Transit,6.47027579,+45d35m34.4s,45.592876,,1.020
Kepler-193,Kepler-193 b,Transit,11.38848000,+46d34m38.1s,46.577244,,2.390
Kepler-193,Kepler-193 c,Transit,50.69749400,+46d34m38.1s,46.577244,,2.750
Kepler-194,Kepler-194 b,Transit,2.09228100,+47d51m51.0s,47.864174,,1.510
Kepler-194,Kepler-194 c,Transit,17.30803200,+47d51m51.0s,47.864174,,2.590
Kepler-194,Kepler-194 d,Transit,52.81497300,+47d51m51.0s,47.864174,,2.400
Kepler-195,Kepler-195 b,Transit,8.30787200,+47d58m00.0s,47.966667,,2.030
Kepler-195,Kepler-195 c,Transit,34.09686300,+47d58m00.0s,47.966667,,1.550
Kepler-196,Kepler-196 b,Transit,20.73988600,+42d04m45.1s,42.079205,,1.900
Kepler-196,Kepler-196 c,Transit,47.42773700,+42d04m45.1s,42.079205,,2.240
Kepler-197,Kepler-197 b,Transit,5.59930800,+50d33m32.4s,50.559006,,1.020
Kepler-197,Kepler-197 c,Transit,10.34969500,+50d33m32.4s,50.559006,,1.230
Kepler-197,Kepler-197 d,Transit,15.67756300,+50d33m32.4s,50.559006,,1.220
Kepler-197,Kepler-197 e,Transit,25.20971500,+50d33m32.4s,50.559006,,0.910
Kepler-198,Kepler-198 b,Transit,17.79003700,+38d41m27.6s,38.691011,,2.820
Kepler-198,Kepler-198 c,Transit,49.56741600,+38d41m27.6s,38.691011,,2.470
Kepler-198,Kepler-198 d,Transit,1.31184443,+38d41m27.6s,38.691011,,1.530
Kepler-199,Kepler-199 b,Transit,23.63760400,+40d14m10.6s,40.236271,,3.110
Kepler-199,Kepler-199 c,Transit,67.09340800,+40d14m10.6s,40.236271,,3.250
Kepler-20,Kepler-20 b,Transit,3.69611525,+42d20m19.4s,42.338726,9.70000,1.868
Kepler-20,Kepler-20 c,Transit,10.85409089,+42d20m19.4s,42.338726,12.75000,3.047
Kepler-20,Kepler-20 d,Transit,77.61130017,+42d20m19.4s,42.338726,10.07000,2.744
Kepler-20,Kepler-20 e,Transit,6.09852281,+42d20m19.4s,42.338726,,0.865
Kepler-20,Kepler-20 f,Transit,19.57758478,+42d20m19.4s,42.338726,,1.003
Kepler-20,Kepler-20 g,Radial Velocity,34.94000000,+42d20m19.4s,42.338726,,
Kepler-200,Kepler-200 b,Transit,8.59480500,+41d14m14.9s,41.237465,,2.130
Kepler-200,Kepler-200 c,Transit,10.22215700,+41d14m14.9s,41.237465,,1.590
Kepler-201,Kepler-201 b,Transit,25.67208300,+41d16m22.2s,41.272827,,2.460
Kepler-201,Kepler-201 c,Transit,151.88405800,+41d16m22.2s,41.272827,,2.850
Kepler-202,Kepler-202 b,Transit,4.06942700,+41d19m19.2s,41.322006,,1.630
Kepler-202,Kepler-202 c,Transit,16.28249300,+41d19m19.2s,41.322006,,1.850
Kepler-203,Kepler-203 b,Transit,3.16269700,+41d23m16.9s,41.388039,,2.570
Kepler-203,Kepler-203 c,Transit,5.37064700,+41d23m16.9s,41.388039,,2.470
Kepler-203,Kepler-203 d,Transit,11.32972000,+41d23m16.9s,41.388039,,1.440
Kepler-204,Kepler-204 b,Transit,14.40097400,+41d45m42.9s,41.761925,,2.530
Kepler-204,Kepler-204 c,Transit,25.66059300,+41d45m42.9s,41.761925,,1.790
Kepler-205,Kepler-205 b,Transit,2.75564000,+41d51m40.2s,41.861172,,1.510
Kepler-205,Kepler-205 c,Transit,20.30654600,+41d51m40.2s,41.861172,,1.640
Kepler-206,Kepler-206 b,Transit,7.78198700,+41d50m01.9s,41.833866,,1.200
Kepler-206,Kepler-206 c,Transit,13.13747100,+41d50m01.9s,41.833866,,1.770
Kepler-206,Kepler-206 d,Transit,23.44281000,+41d50m01.9s,41.833866,,1.190
Kepler-207,Kepler-207 b,Transit,1.61186500,+42d09m57.8s,42.166050,,1.570
Kepler-207,Kepler-207 c,Transit,3.07157100,+42d09m57.8s,42.166050,,1.500
Kepler-207,Kepler-207 d,Transit,5.86807500,+42d09m57.8s,42.166050,,3.310
Kepler-208,Kepler-208 b,Transit,4.22864000,+42d31m40.8s,42.528008,,1.630
Kepler-208,Kepler-208 c,Transit,7.46662300,+42d31m40.8s,42.528008,,1.390
Kepler-208,Kepler-208 d,Transit,11.13178600,+42d31m40.8s,42.528008,,1.200
Kepler-208,Kepler-208 e,Transit,16.25945800,+42d31m40.8s,42.528008,,1.480
Kepler-209,Kepler-209 b,Transit,16.08784500,+42d38m26.9s,42.640812,,2.260
Kepler-209,Kepler-209 c,Transit,41.74988200,+42d38m26.9s,42.640812,,3.100
Kepler-21,Kepler-21 b,Transit,2.78578000,+38d42m50.5s,38.714016,5.08000,1.639
Kepler-210,Kepler-210 b,Transit,2.45323400,+43d04m59.3s,43.083149,,2.940
Kepler-210,Kepler-210 c,Transit,7.97251300,+43d04m59.3s,43.083149,,3.620
Kepler-211,Kepler-211 b,Transit,4.13857500,+43d10m06.5s,43.168484,,1.260
Kepler-211,Kepler-211 c,Transit,6.04045000,+43d10m06.5s,43.168484,,1.290
Kepler-212,Kepler-212 b,Transit,16.25758200,+43d08m30.0s,43.141678,,1.090
Kepler-212,Kepler-212 c,Transit,31.80517400,+43d08m30.0s,43.141678,,2.740
Kepler-213,Kepler-213 b,Transit,2.46236000,+44d38m49.9s,44.647186,,1.620
Kepler-213,Kepler-213 c,Transit,4.82296200,+44d38m49.9s,44.647186,,2.340
Kepler-214,Kepler-214 b,Transit,15.66054400,+44d57m21.7s,44.956032,,2.610
Kepler-214,Kepler-214 c,Transit,28.77980000,+44d57m21.7s,44.956032,,2.130
Kepler-215,Kepler-215 b,Transit,9.36067200,+45d12m49.3s,45.213688,,1.620
Kepler-215,Kepler-215 c,Transit,14.66710800,+45d12m49.3s,45.213688,,1.770
Kepler-215,Kepler-215 d,Transit,30.86442300,+45d12m49.3s,45.213688,,2.390
Kepler-215,Kepler-215 e,Transit,68.16101000,+45d12m49.3s,45.213688,,1.750
Kepler-216,Kepler-216 b,Transit,7.69364100,+46d07m45.0s,46.129154,,2.350
Kepler-216,Kepler-216 c,Transit,17.40666900,+46d07m45.0s,46.129154,,3.040
Kepler-217,Kepler-217 b,Transit,5.37494300,+46d16m39.0s,46.277508,,2.230
Kepler-217,Kepler-217 c,Transit,8.58600400,+46d16m39.0s,46.277508,,1.850
Kepler-217,Kepler-217 d,Transit,3.88689525,+46d16m39.0s,46.277508,,1.320
Kepler-218,Kepler-218 b,Transit,3.61933700,+46d15m59.3s,46.266472,,1.480
Kepler-218,Kepler-218 c,Transit,44.69957600,+46d15m59.3s,46.266472,,3.140
Kepler-218,Kepler-218 d,Transit,124.52446470,+46d15m59.3s,46.266472,,2.660
Kepler-219,Kepler-219 b,Transit,4.58551200,+46d45m45.2s,46.762558,,2.950
Kepler-219,Kepler-219 c,Transit,22.71461300,+46d45m45.2s,46.762558,,3.580
Kepler-219,Kepler-219 d,Transit,47.90364500,+46d45m45.2s,46.762558,,2.810
Kepler-22,Kepler-22 b,Transit,289.86230000,+47d53m04.1s,47.884464,36.00000,2.380
Kepler-220,Kepler-220 b,Transit,4.15980700,+46d53m44.8s,46.895779,,0.810
Kepler-220,Kepler-220 c,Transit,9.03419900,+46d53m44.8s,46.895779,,1.570
Kepler-220,Kepler-220 d,Transit,28.12239700,+46d53m44.8s,46.895779,,0.980
Kepler-220,Kepler-220 e,Transit,45.90273300,+46d53m44.8s,46.895779,,1.330
Kepler-221,Kepler-221 b,Transit,2.79590600,+46d50m07.0s,46.835270,,1.710
Kepler-221,Kepler-221 c,Transit,5.69058600,+46d50m07.0s,46.835270,,2.930
Kepler-221,Kepler-221 d,Transit,10.04156000,+46d50m07.0s,46.835270,,2.730
Kepler-221,Kepler-221 e,Transit,18.36991700,+46d50m07.0s,46.835270,,2.630
Kepler-222,Kepler-222 b,Transit,3.93698100,+46d56m16.0s,46.937767,,3.160
Kepler-222,Kepler-222 c,Transit,10.08881000,+46d56m16.0s,46.937767,,4.640
Kepler-222,Kepler-222 d,Transit,28.08191200,+46d56m16.0s,46.937767,,3.690
Kepler-223,Kepler-223 b,Transit,7.38449000,+47d16m46.2s,47.279495,7.40000,2.990
Kepler-223,Kepler-223 c,Transit,9.84564000,+47d16m46.2s,47.279495,5.10000,3.440
Kepler-223,Kepler-223 d,Transit,14.78869000,+47d16m46.2s,47.279495,8.00000,5.240
Kepler-223,Kepler-223 e,Transit,19.72567000,+47d16m46.2s,47.279495,4.80000,4.600
Kepler-224,Kepler-224 b,Transit,3.13292400,+47d21m27.4s,47.357601,,1.390
Kepler-224,Kepler-224 c,Transit,5.92500300,+47d21m27.4s,47.357601,,3.120
Kepler-224,Kepler-224 d,Transit,11.34939300,+47d21m27.4s,47.357601,,2.300
Kepler-224,Kepler-224 e,Transit,18.64357700,+47d21m27.4s,47.357601,,1.970
Kepler-225,Kepler-225 b,Transit,6.73897500,+47d27m25.5s,47.457096,,1.200
Kepler-225,Kepler-225 c,Transit,18.79423400,+47d27m25.5s,47.457096,,1.840
Kepler-226,Kepler-226 b,Transit,3.94099700,+47d52m51.6s,47.880989,,1.550
Kepler-226,Kepler-226 c,Transit,5.34955500,+47d52m51.6s,47.880989,,2.270
Kepler-226,Kepler-226 d,Transit,8.10904400,+47d52m51.6s,47.880989,,1.220
Kepler-227,Kepler-227 b,Transit,9.48801500,+48d08m29.9s,48.141651,,3.110
Kepler-227,Kepler-227 c,Transit,54.41869400,+48d08m29.9s,48.141651,,3.040
Kepler-228,Kepler-228 b,Transit,2.56654600,+48d13m28.8s,48.224667,,1.530
Kepler-228,Kepler-228 c,Transit,4.13444400,+48d13m28.8s,48.224667,,2.700
Kepler-228,Kepler-228 d,Transit,11.09428600,+48d13m28.8s,48.224667,,4.040
Kepler-229,Kepler-229 b,Transit,6.25297200,+48d22m32.9s,48.375797,,2.200
Kepler-229,Kepler-229 c,Transit,16.06863800,+48d22m32.9s,48.375797,,4.920
Kepler-229,Kepler-229 d,Transit,41.19491200,+48d22m32.9s,48.375797,,3.850
Kepler-23,Kepler-23 b,Transit,7.10730000,+49d28m45.2s,49.479225,254.30000,1.900
Kepler-23,Kepler-23 c,Transit,10.74210000,+49d28m45.2s,49.479225,858.10000,3.200
Kepler-23,Kepler-23 d,Transit,15.27429900,+49d28m45.2s,49.479225,,2.200
Kepler-230,Kepler-230 b,Transit,32.62555500,+48d30m21.1s,48.505859,,4.260
Kepler-230,Kepler-230 c,Transit,91.77324200,+48d30m21.1s,48.505859,,2.040
Kepler-231,Kepler-231 b,Transit,10.06527500,+50d31m54.9s,50.531914,,1.730
Kepler-231,Kepler-231 c,Transit,19.27156600,+50d31m54.9s,50.531914,,1.930
Kepler-232,Kepler-232 b,Transit,4.43122200,+51d07m18.3s,51.121742,,3.080
Kepler-232,Kepler-232 c,Transit,11.37934900,+51d07m18.3s,51.121742,,3.830
Kepler-233,Kepler-233 b,Transit,8.47238200,+51d19m10.3s,51.319523,,2.430
Kepler-233,Kepler-233 c,Transit,60.41895500,+51d19m10.3s,51.319523,,2.710
Kepler-234,Kepler-234 b,Transit,2.71150600,+38d29m40.8s,38.494659,,3.700
Kepler-234,Kepler-234 c,Transit,7.21205000,+38d29m40.8s,38.494659,,3.510
Kepler-235,Kepler-235 b,Transit,3.34022200,+39d16m41.9s,39.278313,,2.230
Kepler-235,Kepler-235 c,Transit,7.82490400,+39d16m41.9s,39.278313,,1.280
Kepler-235,Kepler-235 d,Transit,20.06054800,+39d16m41.9s,39.278313,,2.050
Kepler-235,Kepler-235 e,Transit,46.18366900,+39d16m41.9s,39.278313,,2.220
Kepler-236,Kepler-236 b,Transit,8.29561100,+39d53m53.1s,39.898092,,1.570
Kepler-236,Kepler-236 c,Transit,23.96812700,+39d53m53.1s,39.898092,,2.000
Kepler-237,Kepler-237 b,Transit,4.71510600,+40d25m18.6s,40.421834,,1.410
Kepler-237,Kepler-237 c,Transit,8.10363600,+40d25m18.6s,40.421834,,2.080
Kepler-238,Kepler-238 b,Transit,2.09087600,+40d38m16.1s,40.637815,,1.730
Kepler-238,Kepler-238 c,Transit,6.15555700,+40d38m16.1s,40.637815,,2.390
Kepler-238,Kepler-238 d,Transit,13.23354900,+40d38m16.1s,40.637815,,3.070
Kepler-238,Kepler-238 e,Transit,23.65400000,+40d38m16.1s,40.637815,169.70000,5.600
Kepler-238,Kepler-238 f,Transit,50.44700000,+40d38m16.1s,40.637815,13.50000,2.000
Kepler-239,Kepler-239 b,Transit,11.76305100,+40d39m48.3s,40.663406,,2.330
Kepler-239,Kepler-239 c,Transit,56.22809800,+40d39m48.3s,40.663406,,2.510
Kepler-24,Kepler-24 b,Transit,8.14530000,+38d20m37.5s,38.343754,508.50000,2.400
Kepler-24,Kepler-24 c,Transit,12.33350000,+38d20m37.5s,38.343754,508.50000,2.800
Kepler-24,Kepler-24 d,Transit,4.24438400,+38d20m37.5s,38.343754,,1.670
Kepler-24,Kepler-24 e,Transit,18.99835500,+38d20m37.5s,38.343754,,2.780
Kepler-240,Kepler-240 b,Transit,4.14449500,+40d45m00.9s,40.750263,,1.370
Kepler-240,Kepler-240 c,Transit,7.95352800,+40d45m00.9s,40.750263,,2.200
Kepler-241,Kepler-241 b,Transit,12.71809200,+41d03m39.3s,41.060921,,2.330
Kepler-241,Kepler-241 c,Transit,36.06597800,+41d03m39.3s,41.060921,,2.570
Kepler-242,Kepler-242 b,Transit,8.20395000,+41d48m30.3s,41.808403,,2.610
Kepler-242,Kepler-242 c,Transit,14.49648100,+41d48m30.3s,41.808403,,2.000
Kepler-243,Kepler-243 b,Transit,5.71544200,+42d02m02.2s,42.033958,,2.450
Kepler-243,Kepler-243 c,Transit,20.02621800,+42d02m02.2s,42.033958,,1.990
Kepler-244,Kepler-244 b,Transit,4.31179200,+42d18m04.9s,42.301369,,2.760
Kepler-244,Kepler-244 c,Transit,9.76729200,+42d18m04.9s,42.301369,,2.050
Kepler-244,Kepler-244 d,Transit,20.05040100,+42d18m04.9s,42.301369,,2.310
Kepler-245,Kepler-245 b,Transit,7.49019000,+42d26m10.7s,42.436317,,2.570
Kepler-245,Kepler-245 c,Transit,17.46081200,+42d26m10.7s,42.436317,,2.180
Kepler-245,Kepler-245 d,Transit,36.27710800,+42d26m10.7s,42.436317,,3.030
Kepler-245,Kepler-245 e,Transit,3.21982106,+42d26m10.7s,42.436317,,1.750
Kepler-246,Kepler-246 b,Transit,4.60182000,+42d39m48.3s,42.663429,,2.340
Kepler-246,Kepler-246 c,Transit,11.18716100,+42d39m48.3s,42.663429,,1.500
Kepler-247,Kepler-247 b,Transit,3.33616000,+43d02m21.4s,43.039291,,1.640
Kepler-247,Kepler-247 c,Transit,9.43945200,+43d02m21.4s,43.039291,,4.090
Kepler-247,Kepler-247 d,Transit,20.47791200,+43d02m21.4s,43.039291,,3.940
Kepler-248,Kepler-248 b,Transit,6.30820500,+43d34m52.9s,43.581356,,3.020
Kepler-248,Kepler-248 c,Transit,16.23949400,+43d34m52.9s,43.581356,,4.070
Kepler-249,Kepler-249 b,Transit,3.30653900,+43d39m30.7s,43.658524,,1.090
Kepler-249,Kepler-249 c,Transit,7.11370200,+43d39m30.7s,43.658524,,1.510
Kepler-249,Kepler-249 d,Transit,15.36845900,+43d39m30.7s,43.658524,,1.570
Kepler-25,Kepler-25 b,Transit,6.23829700,+39d29m16.4s,39.487894,8.70000,2.748
Kepler-25,Kepler-25 c,Transit,12.72070000,+39d29m16.4s,39.487894,15.20000,5.217
Kepler-25,Kepler-25 d,Radial Velocity,122.40000000,+39d29m16.4s,39.487894,71.90000,
Kepler-250,Kepler-250 b,Transit,4.14814100,+44d08m31.0s,44.141953,,1.130
Kepler-250,Kepler-250 c,Transit,7.15680400,+44d08m31.0s,44.141953,,2.280
Kepler-250,Kepler-250 d,Transit,17.64831200,+44d08m31.0s,44.141953,,2.180
Kepler-251,Kepler-251 b,Transit,4.79093600,+44d06m21.1s,44.105865,,1.330
Kepler-251,Kepler-251 c,Transit,16.51404300,+44d06m21.1s,44.105865,,2.770
Kepler-251,Kepler-251 d,Transit,30.13300100,+44d06m21.1s,44.105865,,2.770
Kepler-251,Kepler-251 e,Transit,99.64016100,+44d06m21.1s,44.105865,,2.770
Kepler-252,Kepler-252 b,Transit,6.66839100,+44d32m45.5s,44.545963,,1.230
Kepler-252,Kepler-252 c,Transit,10.84846300,+44d32m45.5s,44.545963,,2.150
Kepler-253,Kepler-253 b,Transit,3.78398600,+44d51m29.1s,44.858089,,1.630
Kepler-253,Kepler-253 c,Transit,10.28195100,+44d51m29.1s,44.858089,,2.650
Kepler-253,Kepler-253 d,Transit,18.11986900,+44d51m29.1s,44.858089,,3.170
Kepler-254,Kepler-254 b,Transit,5.82666200,+45d48m59.4s,45.816504,,3.870
Kepler-254,Kepler-254 c,Transit,12.41218300,+45d48m59.4s,45.816504,,2.150
Kepler-254,Kepler-254 d,Transit,18.74647700,+45d48m59.4s,45.816504,,2.500
Kepler-255,Kepler-255 b,Transit,5.71460600,+45d58m36.6s,45.976841,,1.550
Kepler-255,Kepler-255 c,Transit,9.94604700,+45d58m36.6s,45.976841,,2.990
Kepler-255,Kepler-255 d,Transit,1.04562266,+45d58m36.6s,45.976841,,1.320
Kepler-256,Kepler-256 b,Transit,1.62049300,+46d05m50.6s,46.097389,,1.590
Kepler-256,Kepler-256 c,Transit,3.38802000,+46d05m50.6s,46.097389,,2.150
Kepler-256,Kepler-256 d,Transit,5.83917200,+46d05m50.6s,46.097389,,2.480
Kepler-256,Kepler-256 e,Transit,10.68157200,+46d05m50.6s,46.097389,,2.350
Kepler-257,Kepler-257 b,Transit,2.38266700,+46d01m23.8s,46.023269,,2.610
Kepler-257,Kepler-257 c,Transit,6.58148400,+46d01m23.8s,46.023269,,5.410
Kepler-257,Kepler-257 d,Transit,24.66455100,+46d01m23.8s,46.023269,,4.950
Kepler-258,Kepler-258 b,Transit,13.19722000,+46d34m45.6s,46.579330,,4.060
Kepler-258,Kepler-258 c,Transit,33.65307900,+46d34m45.6s,46.579330,,3.610
Kepler-259,Kepler-259 b,Transit,8.11531700,+46d36m54.0s,46.615005,,2.800
Kepler-259,Kepler-259 c,Transit,36.92493100,+46d36m54.0s,46.615005,,2.700
Kepler-26,Kepler-26 b,Transit,12.28000000,+46d33m59.5s,46.566540,5.12000,2.780
Kepler-26,Kepler-26 c,Transit,17.25590000,+46d33m59.5s,46.566540,6.20000,2.720
Kepler-26,Kepler-26 d,Transit,3.54391900,+46d33m59.5s,46.566540,,1.070
Kepler-26,Kepler-26 e,Transit,46.82791500,+46d33m59.5s,46.566540,,2.410
Kepler-260,Kepler-260 b,Transit,8.18739900,+38d00m50.8s,38.014122,,2.010
Kepler-260,Kepler-260 c,Transit,76.05017800,+38d00m50.8s,38.014122,,1.740
Kepler-261,Kepler-261 b,Transit,10.38122700,+37d36m33.1s,37.609184,,2.180
Kepler-261,Kepler-261 c,Transit,24.57085800,+37d36m33.1s,37.609184,,2.000
Kepler-262,Kepler-262 b,Transit,13.06085500,+37d15m09.5s,37.252649,,1.360
Kepler-262,Kepler-262 c,Transit,21.85372200,+37d15m09.5s,37.252649,,1.640
Kepler-263,Kepler-263 b,Transit,16.56808700,+37d34m04.1s,37.567794,,2.670
Kepler-263,Kepler-263 c,Transit,47.33277300,+37d34m04.1s,37.567794,,2.470
Kepler-264,Kepler-264 b,Transit,40.80623100,+37d22m34.5s,37.376246,,3.330
Kepler-264,Kepler-264 c,Transit,140.10126100,+37d22m34.5s,37.376246,,2.830
Kepler-265,Kepler-265 b,Transit,6.84626200,+41d14m41.4s,41.244820,,1.860
Kepler-265,Kepler-265 c,Transit,17.02893700,+41d14m41.4s,41.244820,,2.630
Kepler-265,Kepler-265 d,Transit,43.13061700,+41d14m41.4s,41.244820,,2.490
Kepler-265,Kepler-265 e,Transit,67.83102400,+41d14m41.4s,41.244820,,2.590
Kepler-266,Kepler-266 b,Transit,6.61833000,+44d10m00.9s,44.166916,,2.480
Kepler-266,Kepler-266 c,Transit,107.72360100,+44d10m00.9s,44.166916,,3.890
Kepler-267,Kepler-267 b,Transit,3.35372800,+47d09m26.9s,47.157461,,1.980
Kepler-267,Kepler-267 c,Transit,6.87745000,+47d09m26.9s,47.157461,,2.130
